path,source_path,filename,label,split,gender,age_code,age_group,reason_code,timestamp_raw,sample_rate,channels,frames,duration_sec,format,subtype,file_size_bytes
data/raw/donateacry_corpus_cleaned_and_updated_data/discomfort/7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,donateacry_corpus_cleaned_and_updated_data/discomfort/7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,discomfort,val,m,04,0-4 weeks,dc,1437486974312,8000,1,55200,6.9,WAV,PCM_16,110478
data/raw/donateacry_corpus_cleaned_and_updated_data/discomfort/f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav,donateacry_corpus_cleaned_and_updated_data/discomfort/f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav,f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav,discomfort,train,f,26,2-6 months,dc,1437480263225,8000,1,56480,7.06,WAV,PCM_16,113038
data/raw/donateacry_corpus_cleaned_and_updated_data/hungry/2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,donateacry_corpus_cleaned_and_updated_data/hungry/2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,hungry,val,m,72,7 months-2 years,hu,1430064396119,8000,1,53760,6.72,WAV,PCM_16,107598
data/raw/donateacry_corpus_cleaned_and_updated_data/hungry/2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,donateacry_corpus_cleaned_and_updated_data/hungry/2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,hungry,train,f,26,2-6 months,hu,1430056332640,8000,1,53280,6.66,WAV,PCM_16,106638
data/raw/donateacry_corpus_cleaned_and_updated_data/hungry/815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav,donateacry_corpus_cleaned_and_updated_data/hungry/815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav,815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav,hungry,train,m,04,0-4 weeks,hu,1433156413683,8000,1,55520,6.94,WAV,PCM_16,111118
data/raw/donateacry_corpus_cleaned_and_updated_data/hungry/cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav,donateacry_corpus_cleaned_and_updated_data/hungry/cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav,cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav,hungry,test,f,26,2-6 months,hu,1429973787766,8000,1,55520,6.94,WAV,PCM_16,111118
data/raw/donateacry_corpus_cleaned_and_updated_data/tired/7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891944-1.1-m-72-ti.wav,donateacry_corpus_cleaned_and_updated_data/tired/7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891944-1.1-m-72-ti.wav,7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891944-1.1-m-72-ti.wav,tired,test,m,72,7 months-2 years,ti,1436891944,8000,1,56000,7.0,WAV,PCM_16,112078
data/raw/donateacry_corpus_cleaned_and_updated_data/tired/C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav,donateacry_corpus_cleaned_and_updated_data/tired/C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav,C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav,tired,train,m,26,2-6 months,ti,1428333964,8000,1,56000,7.0,WAV,PCM_16,112078
data/raw/donateacry_corpus_cleaned_and_updated_data/tired/b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1430418266487-1.7-f-26-ti.wav,donateacry_corpus_cleaned_and_updated_data/tired/b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1430418266487-1.7-f-26-ti.wav,b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1430418266487-1.7-f-26-ti.wav,tired,train,f,26,2-6 months,ti,1430418266487,8000,1,55360,6.92,WAV,PCM_16,110798
data/raw/donateacry_corpus_cleaned_and_updated_data/tired/cecd525b-18fd-49e3-b2b9-dfb08b93ad95-1430110029205-1.7-m-26-ti.wav,donateacry_corpus_cleaned_and_updated_data/tired/cecd525b-18fd-49e3-b2b9-dfb08b93ad95-1430110029205-1.7-m-26-ti.wav,cecd525b-18fd-49e3-b2b9-dfb08b93ad95-1430110029205-1.7-m-26-ti.wav,tired,val,m,26,2-6 months,ti,1430110029205,8000,1,55520,6.94,WAV,PCM_16,111118
